,9952773,5311497,208908,9884685,11754511,10074640,24951314,11228183,11977753,11634725,176167,5328940,9914412,462382,11404337,16663089,46930998,8249,10459196,91668541,11364421,6852167,25227847,51001932,25257557,65110,5208,53302361,51000408,159324,9863776,6914657,160355,126565,24978538,6253,36462,16095342,66577006,52918385,5746,24825971,11676786,10461815,24785538,46224516,11713159,42640,3218,148124,9933475,4261,44462758,44462760,60167849,9903786,24756910,216239,5494449,46843057,73555129,5311,6918848,560326,10385095,46943432,10384072,5113032,44137675,25022668,71271629,5329102,3796,42642645,16725726,11493598,82146,11433190,16038120,9858940,7251185,46844147,59472121,46885626,11178236,3463933,9813758,46236925,11844351,9868037,53469448,44143370,71299339,76044,71496458,10027278,5394,11373846,44182295,9956119,9938202,11152667,5289247,5460769,51371303,5717801,11338033,6918454,3899,9967941,16760646,10200390,992586,6505803,60750,56965967,70676303,25195352,72200024,11625818,54761306,46191454,68947304,11282283,49821040,24856436,25262965,387447,6450551,444795,46843772,16747388,9956222,10109823,9825149,4993,20635522,16720766,9549184,49806720,49847690,41867,11647372,46907787,104842,521106,16722836,9907093,25222038,637858,11455910,60838,447912,54676905,446378,85668777,17755052,25099184,300471,10113978,9810884,10184653,24894414,9910224,44632017,2733526,31703,704473,36314,10077147,4263900,126941,5310940,9874913,44551660,6918638,24180719,11609586,10302451,53340664,6445562,49836027,6710780,25102847
ACH-000595,,,,,,,2.618002026,,,,,,,,,,,,,,,,,,,,,,,,0.552800085,-6.045434122,,,,,,,,,,,,,,4.940464753,,,4.18918818,,,,,,,,0.482118913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.712464257,,,,,,,4.25441695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.933011134,,,,,,,,,,,,4.831855972,,,,1.285494999,,,,,,,,,,,,,,,,,-1.387572537,,,,,,,,,1.437598933,,,,,,,,
ACH-000832,,,,,,,0.855830785,,,,,,,,,,,,,,,4.27309063,,,,,2.353133755,,,2.26914863,0.791154459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.289990857,,,,,,4.261382312,,,,,,,,,,,3.461698929,,,,,1.430714569,,,,,,,,,,,,,,2.869342342,,,,,,,,,2.909172586,,,2.010178481,,,,,,,,,,,,4.520456543,,,,2.056244982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000365,,,,,2.569928888,3.956694595,-0.640094415,,,,2.707560724,,,,,,,,,,,,,,,,1.030306872,,,3.238687612,3.064028943,,3.961612176,,,,,,,,1.080488235,1.782793445,,,,1.941483441,,,2.871447986,,,,,,,3.689886912,,,,,,,,,,,,,,,,1.795191032,,,,,,,,,2.316511622,2.069197439,,,,1.930799126,,,,,,4.068680838,,,,2.16928587,,,,,,,,,,,,,,,0.09262482,1.818700938,,,,4.155953686,,,,,,2.485564234,,3.68434688,,,0.425632199,,,,,2.402279116,2.007581101,2.174874011,,,,,,,,,,,,2.20712831,3.241790925,,,,,,,,,,,,,2.983172333,4.114488107,,,,,,-1.572927972,,,,,,,,2.456138885,,,,,,0.975222599,,,
ACH-000679,,,,,,,,,,,,,,,,,,,,,,,,,,,0.823179815,,,3.780688469,,,,,,,,,,,,,,,,,,,,,,,,,,,1.514413066,,,,,,1.258785991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.199815104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.737725571,,,,,,,,,,,,,,,,2.003674747,,,,,,,,,-3.879149523,,,,,,,,-1.770169425,,,,,,,,,4.235814668,,,,,,,,
ACH-000789,4.294226859,,,,,3.272245755,-1.048815789,,,,,,,,,,,,,,,4.147799291,,,2.722528903,,,1.179838119,,2.43254488,2.357131202,,,,,,1.221732118,,,,,,,,,2.872522353,,,3.014312096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.182992407,,,,,,,,,,,,,,,,,,,,,,,,4.242172426,,3.68046581,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.744861226,,,,1.684250001,,,,,,,,,,,,,,,,,,,,,2.958245959,,,,2.288384948,,,,,3.040642073,,,,
ACH-000674,,,,,,,1.924517012,,,,,,,,,,,,,,,,,,,,,,,3.627702841,,,,,,,3.434236031,,,,,,,,,3.636462655,,2.464943056,4.458937065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.923181326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.888872309,,3.50844649,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.905844734,2.804629809,,,2.495768512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.190340273
ACH-000197,,,,,,,0.837635006,,,,,,,,,1.721191423,,,,,,,,,,,3.186641767,,,,,,,,,,,,,,1.667859956,,,,,3.695623665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.157990973,,,,3.875273729,,,,,,,,,,,,,,,0.082964789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.950765511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.995997651,-0.541174533,,
ACH-000023,,,,,,,2.998404178,,,,,,,,,,,,,,,,,,,,0.400642966,,,2.662900243,0.2081631,,,,,,1.39209164,,,,,,,,,,,,2.291113862,,,,,,,,,,,,,,1.578051284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.467653761,,,,,,,,,1.938446986,,,3.840978455,,,,2.032545544,,,,,,,,,,,,,,,,,-3.318917372,,,,,,,,3.095517962,1.915359575,,,,,,,,
ACH-000874,4.199621689,,,,,4.269218036,,,,,1.974865908,,,,,,,,,,,2.210061898,,,,,,1.641835465,,2.017283936,2.026612387,,3.991354513,,,,-1.540795829,,,,,2.209481521,,,,2.247673708,,3.11179898,,,,,,,,3.783882986,,,,,,,,,,,,,1.242112744,,,1.615876172,,,,,,,,,,1.475327696,,,,4.32529808,,,,,,4.061886726,,,,2.829977676,,,,,,,,,,,,,,,-1.27033551,,,,,3.857373826,,2.670387912,,,,,,,,,,,,,,3.115344585,1.054623879,2.261274679,,,2.877256282,,,,,,,,,,,,,2.798629946,,,,,,,,,,,4.258187877,,,,,,,,,-0.353159741,,,,,1.526827581,,,,,3.083187726,0.741524833,,,1.823866921
ACH-000693,,,,,,4.199437607,1.850738468,,,,,,,,,,,,,,,4.119827521,,,3.230155206,,0.021735006,,,2.61138468,2.774983883,,,,,,1.58017726,,,,,,,,,3.296943218,,4.162104664,3.208091187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.268490883,,,,,,4.137779536,,,,,,,,,,,,,,,,,,4.29449903,,,,,,,,3.379905754,,,,3.099834682,,,,,,,,,,,,2.495319289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.625177623,,,,,,,,,,,,,3.276709482,,,,2.084260648
ACH-000827,,-5.15919446,3.238094298,,,3.314531689,2.241873771,,-3.250760576,,,,,,-0.322203224,,,,,,,,3.295021014,,,,,,,2.466999994,0.857346921,,,0.858328917,,0.517842319,,,,,,,,,,3.043589148,,,3.394837463,,2.968572987,3.233238129,,,,,0.444715768,3.291057781,,3.227651611,,2.492079185,,,-1.064845178,,1.782642497,,,,,,,2.271270368,,,,,,,,,,,-5.268101487,3.06800977,3.942229746,0.172914711,,,,4.121309485,,,,,,,,,,-1.050809841,,2.401453208,,,,,,,,,,,,4.312853016,-0.308089704,,,,1.62430941,3.34056897,,,,0.441214212,,,,,,,,,2.800110845,,,0.064861819,,,2.978414248,,1.659779192,,,3.999039562,2.797362888,,,0.859554354,,,,,,,2.655503918,,,,,,,,2.247960852,,,,,,,,,,,,,,,3.073686487,,,,
ACH-000139,,,,,,3.984693132,1.655420152,,,,,,,,,,,,,,,4.113037466,,,,,,,,3.259215176,1.409922507,,,,,,1.64250928,,,,,,,,,3.039398745,,,3.71464628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.025120188,,,,,,2.936025737,,,,2.099514779,,,,,,,,,,,,2.611860288,,4.010433875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.343177988,,,1.982775502,,,,,,,,,,,,,,,,,,,,,,,,,3.934463346,1.030964217,,,,3.32548729,1.237285778,,,
ACH-000929,,,,,,,0.259764363,,,,,,,,0.138460095,,,,,,,2.461240901,,,1.463928404,,0.214256405,,,,,,,,,,,,,,,,,,,3.710884608,,3.71118387,3.765262951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.467646311,,,,,,2.610018808,,,,2.354997705,,,,,,,,5.292620572,,,,,,,,,,,,2.991261445,,2.753055453,,,,,,,,,,,,,,,0.567494124,,,,,,,,,,1.743445187,,,,,,,,2.001411545,,,,,,,,,,,,,,,,,,,,,,,,2.911320483,,,,,1.506872553,,,-6.390332832,
ACH-000559,,,,,,,0.683744517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.730561597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000137,,,,,,4.055504671,1.736092775,,,,,,,,,,,,,,,,,,,,,,,,1.571551552,,,,,,,,,,,,,,,3.584501946,,,2.087551143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.155718867,,,,,2.440352412,,,,,,,,,,,,,,,,,4.090547219,,,,,3.004753887,,,-0.000423856,,,,,4.055503568,,,,,,,,,,,,,,,2.936913718,,,2.169092907,,,,,,,,,,,,4.912945458,,,,1.373699,,,,,,,,,,,,,,,,,,,,1.171579108,2.259870123,,,,3.16808572,,,,,3.196277156,,,,
ACH-000355,,,,,,,0.648779463,,,,,,,,,,,,,,,3.956070664,,,,,,,,3.713754278,,,,,,,,,,,2.162106478,,,,,,,2.261001772,,,,,,,,,1.48340029,,,,,,0.549619912,,,,,,,,,,,,,,,,,,,,,,,4.25780191,,,,,,,,,,,,,,,,,,,,,,,,4.30861869,,,,,,,,,,,,2.789495042,,,,,,,,,,,,,,,,,,,,,,,,,,,1.749611466,,,,,,,,,,,,,,,,,,,,,,,,,,3.307831137,,,,,,,,,
ACH-000352,,,,,,,1.113384778,,,,,,,,,,,,,,,,,,,,2.742737973,,,,,,,,,,,,,,,,,,,4.317706736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.917613216,,,,,,4.258604619,,,,3.922810972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.104531744,,,,,,,,,
ACH-000947,,,,,,,,,,,,,,,,,,,,,,,,,1.391209259,,,,,,1.449712883,,,,,,,,,,,,,,,5.124862844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.372952056,,,,,,,,,,,,4.222368873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.758386556,
ACH-000290,,,,,,,,,,,,,,,,,,,,,,3.443651153,,,,,2.745242038,,,,,,,,,,-0.041027318,,,,,,,,,,,,,,,,,,,4.022248971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005335982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.274522246,,,,,,,,,,,,,,,,-3.82928298,,,,,,,,2.956030971,,,,,,,,,
ACH-000298,,,,,,,2.436211497,,,,,,,,,,,,,,,,,,,,3.444838846,,,,3.043603509,,,,,,,,,,3.183664425,,,,,4.055658725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.964258991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000116,,,,2.054518106,,4.232359493,-0.198114533,,,,,,,,,,,,,,,,,,,,0.754499326,,,,3.195803121,,,,,,1.795086968,,,,,,,,,4.117015024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.454395436,,,,,,3.092664149,,,,3.938949442,,,,,,,4.189243541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.750025947,,,,,,,,,,,,,,,,,,3.100603425,,,,,,,,,,,,,,,,,-1.923773725,,,,,,,,,,,,,3.144670099,,,,
ACH-000733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.866890624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19786799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000956,,,,,,,-0.152776965,,,,,,,,,,,,,,,2.388174448,,,,,2.133562775,,,3.106336175,,,,,,,1.049043569,,,,,,,,,2.986738849,,4.280558584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.150398689,,,,2.560677369,,,,,,,,,,,,,,,,,,,,4.244782939,,3.398412326,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.729165021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.293387183,,,,,3.290862571,,,,
ACH-001106,4.156132593,,,,,2.636852675,-1.556186004,,,,3.740501464,,,,,,,,,,,,,,0.605466766,,-0.945813066,,,3.272634006,1.343444701,,,,,,-0.161531761,,,,,,,,,3.209272272,,4.25052542,3.104234903,,,,,,,1.454493074,,,,,,,,,,,,,,,,2.553076872,,,,,,,0.905717362,,,,,,,2.628099183,,,,3.25207341,,3.605230975,,,,1.730131623,,,,,,,3.863757079,,,,,2.29188617,,,-0.218420427,,,,,3.763290283,,3.375158436,,,,,,,,,,,,,,,1.936846188,2.739068397,,,,,,,,,2.081984217,,,2.337612647,,,,1.162841101,,,,,,,,,,,,,,,,,-4.082257475,,,1.257500159,,,,,1.505806185,,,,,2.694471086,-0.131603959,,,0.619739362
ACH-001016,,,,,,,2.279507232,,,,,,,,,,,,,,,,,,,,1.37815738,,,3.750028127,1.60726521,,3.277446295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.745998351,,,,,,,,,,3.0803664,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.660654637,,,,,,,,,,,,,,0.54943116,,0.725795525,,,,,,,,,,,,,,,,,-0.112489857,,,,,,,,,,,,,,,,,
ACH-000070,3.107871512,,,,,,-2.157184928,,,,,,,,,,,,,,,1.061957706,,,,,0.059072971,-0.924832147,,1.964193819,-0.263794479,,3.588962105,,,,-1.114981448,-0.296654239,4.247646027,,,1.972684089,1.103498414,,,2.275232825,1.35399025,3.515214494,,,,,,,,,,,,,,,,,,,,,,,,-0.213292427,3.202061646,,-0.710102158,,,,,,-0.426913076,-0.50007195,,,,3.021497115,,,,,,4.040377485,,,,1.418164246,,,,,,,0.502536423,,,1.332546651,,2.794035583,,4.286961642,-0.336336363,,,,,,,3.599660549,,4.194903653,,,,1.938134335,,,,,,,,,,2.412915118,,,2.847796906,,1.935669784,,,,,,,3.134417196,,,,0.826575948,,,,,,,,,,,3.902298336,,,,,,-5.190051448,,,0.071939732,2.125795539,,,,,,,,,,,,,1.675288727
ACH-000792,,,,,,,2.224345761,,,,,,,,,,,,,,,,,,,,0.565441767,1.981384465,,3.160148734,1.140704201,-5.719831307,,,,,1.457929387,,,,,,,,,5.141290858,,,3.828928029,,,,,,,,0.788858453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.680896657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970201748,,,,,,,,,-4.541467008,,,,,,,,-2.387239705,,,1.361122164,,,,,,1.761231423,,,,,,,,
ACH-000720,,,,,,4.274296999,2.01935573,,,,,,,,,,,,,,,,,,,,,,,,1.200512393,,,,,,,,,,,,,,,5.128520054,,4.246445958,4.107615944,,,,,,,,1.022021541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.036712504,,,,,,4.149134147,,,,2.424095595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.498859775,,,,,,,,,,,,,,,,,-0.871057187,,,,,,,,,,,,,3.28809022,,,,
ACH-000893,,,,,,,1.781947765,,,,,,,,,,,,,,,,,,,,2.935252427,,,,2.82224115,,,,,,,,,,,,,,,,,,3.214181098,,,,,,,,1.931165447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.355646807,,,,,,,,,,,3.107060349,,,,,2.685782851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.503617251,,,,,,,,,-3.083978948,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000366,,,,,,,1.018831365,,,,,,,,,1.454083384,,,,,,,,,,,0.605276344,,,,-0.218167392,,,,,,,,,,2.463039246,,,,,,,,,,,,,,,,,,0.4463074,,,,,,,,,,,,,2.610655753,,,,,,,,,1.560277705,2.67338986,,,,3.85819725,,,,,,4.071865767,,1.520072774,,3.399490401,,,,,,,,,,,,,,,0.877189985,,,,,,,3.923095329,,,,,,,,,,,,,3.267874782,,,,,,,,,,,,1.906487252,,,3.614109465,3.325300601,,,2.342493121,,,,,-3.86702645,,,,,0.859894192,,,,,,,,,,,1.740315761,,,,,,,,,,,,,
ACH-000359,,,,,,,,,,,,,,,,,,,,,,,,,2.912201494,,,1.712400221,,2.64054941,1.526534844,,,,,,3.22352083,,,,,,,,,5.212275402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.102427347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.918421719,,,,2.221343302,,,,,,,,,,,,,,,,,-1.381263454,,,1.106819468,,,,,,,,,,,,,,
ACH-000876,,,,,,,3.641402478,,,,,,,,,,,,,,,,,,,,,,,3.395522856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.219879904,,,,,,,,,,,,3.8870757,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.113019315,,,,,,,,,,,,,,,,,,,1.047347769,,,,,,,3.173223575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000903,,,,,,,3.207996979,,,,,,,,,,,,,,,,,,,,1.724321047,,,,2.396263653,,,,,,2.244081083,,,,,,,,,,,4.168288235,,,,,,,,,1.501103068,,,,,,1.69622068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.985720111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32852046,,,2.800429121,-0.532682635,,,,,,,,,,,,,,,,-1.772722324,,,1.866071083,,,,,,2.292075067,,,,,,,,
ACH-000849,4.189979857,,,1.320219824,,4.257978092,2.600960188,,,,,,,,,,,,,,,4.273439352,,,,,0.0949869,,,,1.39454338,,,,,,1.341530061,,,,,,,,,3.528592103,,4.134420182,,,,,,,,4.216475571,,,,,,,1.953714823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.121874294,,,,3.760385688,,,,,,,4.300495559,,,,,2.758411051,,2.841698366,,,,,,,,,,,,,,1.247571301,,,,,,,,,,,,,,,,2.341018615,,,,,,,,,,1.944919162,,,,,,,,,,,,,,,,,-2.990194474,,,0.998240694,,,,,2.500430312,,,,,,,,,
ACH-000888,,,,,,,3.982367506,,,,,,,,,,,,,,,,,,,,3.933945174,,,,,,,,,,3.288333626,,,,,,,,,5.174508008,,,,,,,,,,,1.825815901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.011667873,,,,,,,,,,,,,,,,,,,,,,,,,3.540601235,,,,,,,,
ACH-000056,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.688017557,,,3.179902926,,,,,,0.344607003,-0.679434705,,,,,1.587101013,1.981402642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.324516006,,,,,,,,,,1.891079021,,,,3.159118472,,,,,,,,,,2.890459698,,,,,,,,,,,,2.5599911,,,-0.236606485,1.397816284,,,,,,,,,,,,,,,-0.116358446,,,,,,,2.655204129,,,,,,,,,,,,3.941566184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
