,ZFHX3,HMGA1,SSX2,MUC4,SMAD3,DAXX,KLF6,ZNF521,HOOK3,RECQL4,PWWP2A,FAT3,HOXC11,ABL1,EPAS1,MYD88,ERBB3,KLF4,KAT7,HSP90AB1,FANCA,PPP2R1A,FOXO1,PRDM2,CCNB1IP1,USP6,POLR2A,TCEA1,ATM,PIK3CA,C15orf65,SUFU,LYN,MGMT,ARHGAP26,IL2,CTNNA1,PER1,STIL,FOXR1,TRIM24,NCOR2,ECT2L,HSP90AA1,FUBP1,NCOA2,HOXD13,FAM47C,HIP1,ETV4,POLQ,CYP2C8,ETNK1,SALL4,NRAS,ARAF,DDIT3,KDSR,PRCC,EGFR,RAD17,TPM3,MTOR,TFRC,ZRSR2,ACVR2A,CAMTA1,PLCG1,RPN1,HOXA13,WIF1,FBLN2,OLIG2,CALR,MYB,SH2B3,MLLT10,FEV,AFF4,OMD,PATZ1,RSPO3,HIF1A,SMC1A,FHIT,EWSR1,WT1,CD79A,PTEN,LZTR1,GRIN2A,IRF4,JAK1,LARP4B,CBL,MLLT6,BCL7A,NOTCH1,ZMYM2,HERPUD1,ISX,ERCC3,FEN1,LMO2,EED,BIRC6,TNFRSF17,MITF,CDKN2A,CCDC6,ACKR3,FANCC,GATA1,CUX1,JAK2,RARA,CHST11,RB1,KDM5C,WRN,DGCR8,KRAS,PDGFB,REL,AMER1,PRF1,ERG,CBFA2T3,BIRC3,JAK3,CARD11,RAP1GDS1,AR,LSM14A,FOXA1,TNC,PML,FLT4,PTPRK,FGFR4,ZNRF3,TBL1XR1,BCL11B,MAP3K1,MLLT3,TPR,EXT1,NUMA1,POT1,S100A7,MB21D2,LMO1,PRKD1,CBLB,MYO5A,CDKN2C,KDR,CRTC3,PPP6C,DDX6,CDX2,CTNNA2,AKT3,FLCN,TLX1,ALK,CHD4,RET,MPL,FAT1,TLX3,BRAF,PBX1,IKZF1,CD28,PPM1D,CCR4,GATA3,NUTM2D,CASP3,FCRL4,VTI1A,ARID1B,TRIM27,CRTC1,NBEA,TET1,FAS,DCTN1,BCL2,HNRNPA2B1,MLLT11,SNX29,PTPN6,MAP2K2,TGFBR2,NTRK1,STAT3,ACSL3,FAM135B,ELK4,NCOA1,LASP1,FOXL2,MN1,MYC,PRPF40B,ACVR1B,FLT3,GOLGA5,SMO,PRDM16,ERCC5,DNMT3A,STK11,P2RY8,PBRM1,RPL5,MUTYH,XPO1,ARHGEF10L,NTHL1,NF1,PRKCB,BCL2L12,PTPRT,CHD2,FSTL3,RALGDS,PIM1,KDM5A,SMARCB1,CHIC2,SETBP1,RPL22,RUNX1,SPECC1,MAF,RAC1,EZR,FLNA,CIITA,PTK6,CIC,BAP1,MAPK1,FUS,AFF3,ELL,POLG,SGK1,SETDB1,FNBP1,MAP3K13,CNTRL,PMS2,AKAP9,SDHB,CYLD,PMS1,MLLT1,MUC1,TNFRSF14,TAL2,PRDM1,CDK6,LYL1,TFEB,CTNNB1,IGF2BP2,ETV5,ZNF331,ZCCHC8,LATS1,NFKB2,SYK,TFE3,DCAF12L2,TSHR,PDGFRB,SS18,ZBTB16,SEPT9,TCF12,PHF6,NUP214,FBXW7,NRG1,EXT2,LATS2,MEN1,NT5C2,ARID2,BMP5,THRAP3,TCF3,SMARCA4,ERBB2,TOP1,TET2,ZNF429,TP53,SIX2,ZNF479,SDHA,LCP1,NACA,WWTR1,LPP,ACVR1,ELN,IL21R,USP8,DDX5,RMI2,COL3A1,MET,AXIN2,KAT6A,KTN1,SDHC,U2AF1,MAX,RSPO2,CRLF2,SRC,PAX7,NTRK3,ASXL1,FOXO3,SEPT5,SEPT6,CCNC,DCC,PPARG,RHOH,SMAD4,ID3,HOXC13,NDRG1,BCLAF1,MNX1,MDM2,POLD1,WAS,PICALM,FLI1,CDK12,MSH2,ERCC4,ABL2,FANCD2,ALDH2,SIX1,CSMD3,RGS7,POU5F1,SETD1B,SRSF3,PTPRD,HOXD11,NFIB,CNOT3,RBM10,SOX21,CRNKL1,ELF3,TSC1,MYCL,CHEK2,TCF7L2,MAP2K1,SUZ12,SRSF2,TMPRSS2,IDH2,DICER1,FES,MACC1,KIF5B,CDH1,CNTNAP2,CDH17,ESR1,CREB1,DNM2,EIF3E,PHOX2B,NONO,ERCC2,BCL3,HNF1A,SFRP4,PAX5,BCL9,SDC4,B2M,EZH2,RAD21,BCL11A,ABI1,XPA,EP300,SSX4,SS18L1,CD79B,MLH1,MDM4,YWHAE,FAM131B,KMT2C,CCND3,BLM,RABEP1,RGPD3,FANCG,SETD2,CTNND1,NAB2,ASPSCR1,FGFR2,LRP1B,NR4A3,HIST1H3B,MED12,FCGR2B,N4BP2,CCR7,NFKBIE,BCL6,PTPRC,TNFAIP3,ERC1,ITK,COX6C,AFF1,TAL1,KDM6A,DDR2,HLF,CREB3L1,NFE2L2,JAZF1,PPFIBP1,ROS1,RNF213,BAX,PSIP1,FBXO11,USP9X,CBFB,PAX8,PREX2,STAT6,NCOA4,CD209,EIF1AX,MAP2K4,CBLC,A1CF,KAT6B,RFWD3,PTPN11,GRM3,PLAG1,GLI1,HEY1,RANBP2,KLK2,NFATC2,GPHN,FGFR1,CSF1R,SFPQ,ATP2B3,KEAP1,ZMYM3,ETV6,GMPS,RHOA,DNAJB1,BTG1,SIRPA,MECOM,SET,CTNND2,EPHA3,PRKACA,RAD51B,ASXL2,FGFR1OP,GNAS,MSH6,QKI,SLC34A2,FOXO4,ACSL6,MLF1,LEF1,BTK,IKBKB,JUN,ERBB4,LEPROTL1,CDKN1A,PRRX1,SSX1,SH3GL1,ATRX,KIAA1549,CXCR4,EML4,PDGFRA,PIK3CB,CSF3R,ATIC,ARHGAP5,AKT2,CARS,GNA11,NUP98,SMARCE1,POU2AF1,PTCH1,ARHGAP35,STAG2,MAML2,ANK1,GPC5,HLA-A,APC,WNK2,PABPC1,BUB1B,TERT,BTG2,CLTC,LIFR,TRIP11,EBF1,PRKAR1A,CD274,TSC2,SPEN,PALB2,LMNA,IKZF3,CEP89,ITGAV,MAFB,TCL1A,NUTM1,BARD1,MSI2,CUL3,TFPT,SMAD2,PAX3,ETV1,NSD1,VHL,TMSB4X,CDK4,ZNF384,NCKIPSD,MSN,BMPR1A,FANCE,SDHD,SMARCD1,CTCF,DEK,DDB2,TFG,CD74,CREB3L2,CLP1,BCL10,XPC,EIF4A2,KMT2D,ATP1A1,BCL9L,MYCN,FKBP9,STAG1,PCBP1,PIK3R1,BCR,RBM15,CEBPA,POLE,BRCA1,CDC73,STAT5B,MYH11,MALT1,FOXP1,ARHGEF12,TPM4,CDH10,FGFR3,NBN,MYH9,COL1A1,TBX3,APOBEC3B,TP63,NF2,KIT,NIN,CYSLTR2,CASP9,SOX2,RPL10,SOCS1,TMEM127,DDX3X,PDCD1LG2,GPC3,AKT1,FAT4,DDX10,CPEB3,HOXA11,MDS2,KMT2A,BRCA2,ATF1,SRGAP3,ARHGEF10,BAZ1A,MUC16,PCM1,BRIP1,MYOD1,IRS4,CLIP1,CANT1,NKX2-1,HOXA9,GNAQ,IL7R,TAF15,NCOR1,DROSHA,GATA2,TEC,ROBO2,SF3B1,IDH1,CACNA1D,CNBD1,FANCF,SND1,FIP1L1,NPM1,CASP8,H3F3A,LRIG3,ARID1A,FH,HMGA2,CHCHD7,BCOR,COL2A1,BRD3,SDHAF2,ATR,PDE4DIP,UBR5,KNSTRN,AXIN1,ARNT,CCNE1,VAV1,SKI,STRN,BRD4,GOPC,SLC45A3,CDKN1B,CREBBP,RNF43,RUNX1T1,TRRAP,CCND1,PAFAH1B2,MTCP1,IL6ST,SPOP,H3F3B,CNBP,CDH11,ELF4,RAF1,SBDS,USP44,HRAS,PTPN13,LCK,PTPRB,EPHA7,NUTM2B,CLTCL1,CCND2,GAS7,EPS15,ZEB1,NOTCH2,TRIM33,KCNJ5,BCORL1,HIST1H4I,TRAF7
ACH-000721,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000941,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
ACH-000390,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
ACH-000529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
