,PRDM16,CAMTA1,THRAP3,TPM3,PBX1,RGS7,TNFRSF14,SKI,MTOR,SPEN,ARHGEF10L,PAX7,EPS15,JAK1,RBM15,TRIM33,ATP1A1,PDE4DIP,LMNA,PRCC,ABL2,CDC73,ELF3,RPL22,PRDM2,CASP9,SDHB,MDS2,ARID1A,LCK,MYCL,MUTYH,TAL1,STIL,CDKN2C,JUN,FUBP1,BCL10,TENT5C,ARNT,SETDB1,MLLT11,MUC1,NTRK1,SDHC,TPR,BTG2,MDM4,SLC45A3,FH,AFF3,CTNNA2,ERBB4,CUL3,NCOA1,DNMT3A,ASXL2,ALK,BIRC6,STRN,EPAS1,MSH2,FBXO11,BCL11A,XPO1,ACVR2A,ACVR1,NFE2L2,PMS1,CREB1,BARD1,PAX3,ACSL3,MYCN,SIX2,MSH6,REL,PCBP1,TMEM127,RGPD3,RANBP2,ERCC3,CXCR4,HOXD11,HOXD13,ITGAV,IDH1,ATIC,FEV,FBLN2,SETD2,FHIT,FOXP1,ROBO2,STAG1,MECOM,SRGAP3,FANCD2,PPARG,RHOA,PBRM1,CACNA1D,MITF,CBLB,POLQ,ATR,WWTR1,TBL1XR1,PIK3CA,IGF2BP2,MAP3K13,TP63,MB21D2,VHL,RAF1,XPC,MLH1,MYD88,CTNNB1,NCKIPSD,BAP1,TFG,GATA2,RPN1,CNBP,FOXL2,GMPS,MLF1,ETV5,EIF4A2,BCL6,TFRC,LEF1,TEC,KIT,NSD2,N4BP2,FIP1L1,CHIC2,KDR,AFF1,PTPN13,RAP1GDS1,TET2,FAT4,FBXW7,FAT1,FGFR3,SLC34A2,PDGFRA,CASP3,ARHGAP26,CTNND2,DROSHA,EBF1,LIFR,RAD17,APC,ACSL6,AFF4,CTNNA1,NSD1,SDHA,TERT,IL6ST,MAP3K1,PIK3R1,CSF1R,CD74,TLX3,FGFR4,FLT4,CCND3,ARID1B,IRF4,HMGA1,SRSF3,TFEB,EPHA7,CCNC,FOXO3,PTPRK,MYB,ECT2L,ESR1,QKI,AFDN,DEK,TRIM27,DAXX,FANCE,CDKN1A,PIM1,HSP90AB1,RSPO3,SGK1,BCLAF1,TNFAIP3,LATS1,EZR,FGFR1OP,CDK6,TRRAP,CUX1,MET,BRAF,CNTNAP2,KMT2C,CARD11,PMS2,RAC1,ETV1,FKBP9,IKZF1,EGFR,HIP1,GRM3,AKAP9,POT1,SND1,SMO,TRIM24,CREB3L2,KIAA1549,EZH2,HNRNPA2B1,HOXA11,HOXA9,HOXA13,SFRP4,ELN,FAM131B,MNX1,RSPO2,PCM1,NRG1,NCOA2,FAM135B,ARHGEF10,WRN,FGFR1,NSD3,ANK1,KAT6A,HOOK3,TCEA1,LYN,RUNX1T1,UBR5,EXT1,LEPROTL1,IKBKB,CHCHD7,PLAG1,HEY1,PABPC1,MYC,NDRG1,RECQL4,PTPRD,PPP6C,JAK2,NFIB,PSIP1,MLLT3,PAX5,GNAQ,SYK,WNK2,FANCC,FNBP1,ABL1,NUP214,TSC1,CD274,CDKN2A,FANCG,PTCH1,XPA,NR4A3,KLF4,SET,RALGDS,BRD3,NOTCH1,USP9X,KDM6A,TFE3,KDM5C,AR,STAG2,ELF4,GPC3,ATP2B3,P2RY8,TMSB4X,ZRSR2,EIF1AX,BCOR,DDX3X,RBM10,ARAF,GATA1,SMC1A,AMER1,MSN,FOXO4,MED12,ZMYM3,BTK,IRS4,DCAF12L2,BCORL1,FLNA,RPL10,MLLT10,NT5C2,VTI1A,LARP4B,ABI1,ZEB1,CCDC6,KAT6B,BMPR1A,PTEN,CPEB3,TLX1,SUFU,TCF7L2,SHTN1,FGFR2,MGMT,KLF6,GATA3,KIF5B,RET,NCOA4,PRF1,FAS,CYP2C8,NFKB2,NUP98,LMO1,EXT2,SDHAF2,MALAT1,CCND1,PICALM,MAML2,ATM,DDX10,ZBTB16,PAFAH1B2,KMT2A,CBL,DDX6,ARHGEF12,FLI1,HRAS,MYOD1,FANCF,WT1,LMO2,CREB3L1,DDB2,CLP1,FEN1,MEN1,NUMA1,POU2AF1,SDHD,FOXR1,BCL9L,KCNJ5,ARID2,MDM2,CHST11,KDM5A,ERC1,CHD4,ETV6,ETNK1,PPFIBP1,ERBB3,HMGA2,PTPRB,BTG1,USP44,CLIP1,NCOR2,CCND2,ZNF384,PTPN6,CDKN1B,KRAS,COL2A1,PRPF40B,SMARCD1,ATF1,ACVR1B,HOXC13,HOXC11,NACA,STAT6,NAB2,DDIT3,GLI1,CDK4,LRIG3,WIF1,SH2B3,ALDH2,PTPN11,TBX3,SETD1B,BCL7A,ZCCHC8,POLE,GPC5,NBEA,ZMYM2,LATS2,BRCA2,LHFPL6,FOXO1,RB1,FLT3,SOX21,ERCC5,PRKD1,NIN,KTN1,MAX,RAD51B,TSHR,AKT1,ARHGAP5,NKX2-1,FOXA1,SIX1,HIF1A,TRIP11,GOLGA5,DICER1,TCL1A,BCL11B,HSP90AA1,KNL1,USP8,MYO5A,C15orf65,TCF12,MAP2K1,SMAD3,PML,NTRK3,CRTC3,BLM,NUTM1,KNSTRN,POLG,IDH2,FES,CBFB,NTHL1,SNX29,PRKCB,CDH11,AXIN1,CREBBP,GRIN2A,MYH11,FUS,CTCF,CDH1,ZFHX3,CBFA2T3,TSC2,TRAF7,SOCS1,RMI2,PALB2,CYLD,HERPUD1,RFWD3,MAF,FANCA,PPM1D,SPECC1,SMARCE1,MSI2,BRIP1,GAS7,MAP2K4,NCOR1,NF1,SUZ12,ERBB2,IKZF3,STAT3,STAT5B,SPOP,HLF,RNF213,ASPSCR1,YWHAE,USP6,POLR2A,TP53,PER1,FLCN,TAF15,MLLT6,LASP1,CDK12,RARA,CCR7,BRCA1,ETV4,KAT7,COL1A1,CD79B,DDX5,AXIN2,PRKAR1A,SRSF2,CANT1,DCC,BCL2,ZNF521,SETBP1,MALT1,SS18,SMAD2,SMAD4,KDSR,SMARCA4,ELL,JAK3,CEP89,AKT2,FSTL3,STK11,TCF3,GNA11,MAP2K2,SH3GL1,MLLT1,KEAP1,CALR,LYL1,PRKACA,DNAJB1,BRD4,TPM4,CCNE1,CEBPA,LSM14A,CIC,BCL3,CBLC,ERCC2,BAX,BCL2L12,POLD1,PPP2R1A,ZNF331,TFPT,PTPRT,TOP1,NFATC2,SIRPA,CRNKL1,ASXL1,SRC,MAFB,PLCG1,SDC4,SALL4,GNAS,SS18L1,PTK6,ERG,RUNX1,TMPRSS2,OLIG2,U2AF1,ZNRF3,MYH9,MRTFA,MAPK1,BCR,MN1,CHEK2,NF2,EP300,DGCR8,LZTR1,SMARCB1,EWSR1,PATZ1,APOBEC3B,PDGFB
ACH-000698,0.05687,0.00695,0.0,0.0,0.0,0.0,0.00927,0.0,0.4446100000000001,0.0,0.17708,0.00284,0.0,0.02899,0.0,0.00214,0.04975,0.9924,1.0,0.0,0.00096,0.0,0.02039,0.14687,0.0749,0.03461,0.0,0.5833,0.00525,0.7658,0.00429,0.0,0.93683,0.0,0.00018,0.00016,0.0,0.00297,0.0,0.4384,0.59463,0.0,0.01303,0.0,0.01732,0.0,0.00814,0.0,0.0,0.0,0.5234,0.0,0.00393,0.0,0.0,1.0,0.0,0.00405,0.0,0.0,0.09387,0.0,0.0,0.0,0.0,0.0,0.00256,0.00427,0.0,0.0,0.0,0.23219,0.0,0.0,0.0,0.03319,0.0,0.00045,0.00961,0.94738,0.39024,0.0,0.06128,0.0206,0.09812,0.0,0.0,0.0,0.79786,0.0,0.0,0.0,0.0,0.00384,0.0,0.05324,0.0,0.0,0.00173,0.02477,0.0,0.00527,0.0,0.0,0.0,0.0,0.0,0.00328,0.0286,0.00332,0.0,0.90763,0.0,0.95835,0.0088799999999999,0.0,0.0,0.0,0.0,0.00158,0.0,0.01614,0.00225,0.0,0.0,0.0137,0.0,0.0,0.0,0.00083,1.0,0.0,0.0,0.0,0.06397,0.00084,0.00512,0.57528,0.0,0.0,0.00394,0.00393,0.0,0.0,0.00967,0.0,0.0,0.15455,0.01892,0.00077,0.0,0.0,0.00629,0.0,0.0,0.0,0.0,0.0,0.01323,0.0397,0.0,0.20069,0.01061,0.00158,0.00903,0.0,0.0,0.54545,0.0,0.8347600000000001,0.0,0.00085,0.0,0.0,0.08384,0.00486,0.01941,0.0,0.00603,0.0,0.00262,0.07843,0.0,0.43052,0.03133,0.0,0.00136,0.01613,0.0,0.0,0.0,0.14393,0.02529,0.0,0.04216,0.0009,0.00253,0.0,0.00328,0.01005,0.0,0.0,0.0442,0.00209,0.01429,0.0,0.01429,0.0,0.11563,0.0,0.0,0.04806,0.0076599999999999,0.11175,0.03879,0.0,0.16995,0.0,0.0,0.0,0.05471,0.0,0.0,0.0,0.0,0.0,0.10285,0.6602899999999999,0.00253,0.0,0.22425,0.04652,0.0,0.05162,0.0,0.00583,0.04923,0.14226,0.00121,0.21638,0.00435,9e-05,0.0942,0.01225,0.00238,0.17481,0.0,0.00289,0.00952,0.0,0.0,0.0,0.0,0.02364,0.0,0.00038,0.0,0.0,0.00739,0.0012,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.00242,0.0,0.19952,0.01976,0.01126,0.0,0.0,0.0,0.02022,0.11537,0.0,0.0,0.0,0.0,0.0,0.0,0.00427,0.0,0.0,0.0,0.74997,0.05555,0.06415,0.00562,0.0,0.15,0.02565,0.0,1.0,0.0,0.14205,0.00337,0.0,0.0,0.0,0.4991100000000001,0.0026,0.0,0.0,0.0,0.0160599999999999,0.0,0.0,0.00112,0.0,1.0,0.26553,0.00203,0.0,0.00909,0.0,0.04941,0.0,0.00166,0.0,0.0,0.00259,0.0,0.0107,0.19801,0.0,0.0,0.11403,0.0,0.43129,0.01166,0.18799,0.0,0.01222,0.0,1.0,0.10159,1.0,0.0,0.0,0.2314,0.00232,0.0029,0.0,0.02043,0.00083,0.0,0.0,0.0661799999999999,0.00216,0.0,0.00134,0.0,0.00035,0.00865,0.00583,0.0,0.09387,0.0,0.40325,0.01163,1.0,0.0,0.0,0.0,0.12255,0.06834,0.28538,0.04692,0.0,0.02179,0.00965,0.00436,0.00055,0.02077,0.0,0.01093,0.00026,0.00164,0.0,0.0,0.0,0.0,0.0359,0.00176,0.8937700000000001,0.00966,0.0,0.03938,0.0,0.85615,0.01154,0.00364,0.21033,0.0,0.06224,0.0,0.00132,0.54595,0.23172,0.09677,0.0,0.0,0.00099,0.0142199999999999,0.0,0.01957,0.63495,0.05728,0.00622,0.0,0.08326,0.0,0.1510099999999999,0.0,0.00062,0.0,0.0,0.0016699999999999,0.0,0.01169,0.0,0.00117,0.0,0.00207,0.0023,0.0,0.08539,0.01257,0.02825,0.00405,0.0,0.0,0.0,0.00889,0.00239,0.00829,0.0,0.0,0.0,0.0,0.0,0.81125,0.03597,0.00131,0.0,0.5108,0.02571,0.00179,0.03877,0.0,0.02112,0.0,0.05,0.22089,0.02583,0.0,0.0,0.0,0.02449,0.84921,0.02039,0.0,0.0,0.38539,0.17453,0.05205,0.0,0.25627,0.03245,0.0,0.0,0.0,0.0,0.39847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03509,0.00374,0.0,0.0,0.22149,0.0,0.00138,0.00839,0.23311,0.0,0.0,0.05094,0.00085,0.0,0.02777,0.0,0.01426,0.0,0.08126,0.02074,0.02017,0.09923,0.90791,0.0,1.0,0.07741,0.0,0.06154,0.0,0.0,0.0,0.0,0.35498,0.0,0.0293,0.0,0.0,0.38574,0.0,0.0,0.01121,0.0,0.0,0.0,0.01637,0.025,0.01813,0.00671,0.0,0.0,0.0023,0.0,0.0,0.01859,0.7190300000000001,0.0,0.91463,0.0,0.0,0.8232,0.01417,0.01294,0.0,0.0,0.0,0.00625,0.14179,0.0,0.0,0.0,0.0,0.01351,0.00764,0.00052,0.02752,0.0,0.01074,0.0,0.0,0.0,0.0,0.0,0.67813,0.0,0.11881,0.00652,0.0,0.31522,0.0,0.0,0.0,0.1857,0.0,0.0414,0.46917,0.2566,0.01453,0.0594,0.00842,0.0,0.28478,0.0896899999999999,0.0,0.0,0.0,0.04369,0.0,0.09483,0.01978,0.00152,0.0,0.01199,0.0,0.0,0.29545,0.00755,0.0,0.0,0.83898
ACH-000489,0.60475,0.00924,0.0,0.0,0.0,0.07114,0.00757,0.0,0.0,0.00029,0.19814,0.43891,0.0,0.0,0.01024,0.0,0.0,0.7917,0.0,0.0,0.0,0.07143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02136,0.0,0.1542599999999999,0.00318,0.00177,0.0,0.0,0.00147,0.0,0.1638,0.59016,0.0,0.01677,0.04178,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.88335,0.62195,0.0,0.0,0.0,0.01488,0.05882,0.0,0.0,0.11577,0.0,0.0,0.0,0.0,0.0,0.00105,0.00273,0.0,0.01021,0.0,0.8465299999999999,0.0,0.0,0.14254,0.0449,0.02046,0.01441,0.0,0.0,0.4064,0.0,0.0,0.2648,0.37289,0.0,0.0,0.0,0.32157,0.0,0.0,0.0,0.0,0.0,0.00417,0.0,0.0,0.02334,0.00298,0.0,0.03896,0.0,0.0,0.0,0.0,0.0,0.0,0.02597,0.0,0.01783,0.02885,0.93364,0.0,0.0,0.0851799999999999,0.0,0.0,0.234,0.01494,0.02421,0.0,0.00136,0.01262,0.0,0.0,0.98846,0.0,0.8269200000000001,0.01659,0.0,1.0,0.0,0.0,0.00549,0.66233,0.00251,0.0,0.0,0.0,0.39041,0.0,0.0,0.0,0.0444,0.42216,0.0,0.00203,0.1906,0.02083,0.86726,0.0,0.0,0.75167,0.0,0.0,0.92991,0.00616,0.00867,0.02385,0.0548,0.0098,0.10927,0.0,0.78422,0.0160699999999999,0.0,0.00125,0.0,0.7019,0.94092,0.0,0.33658,0.0,0.0,0.49604,0.05526,0.0,0.0,0.0,0.0,0.0,0.0,0.0073599999999999,0.0,0.58578,0.29667,0.0,0.02324,0.09564,0.0,0.0,0.0,0.0,0.1573,0.73898,0.0072,0.0,0.0,0.0,0.01013,0.00059,0.02777,0.15311,0.0073,0.0,0.00727,0.70181,0.01029,0.25253,0.0128199999999999,0.0,0.02216,0.01856,0.71409,0.04839,0.01042,0.14705,0.0,0.0,0.11595,0.6856800000000001,0.0,0.0,0.0,0.0,0.00046,0.0040799999999999,0.001,0.0085799999999999,0.03458,0.67538,0.0331,0.00271,0.49854,0.0079099999999999,0.8405799999999999,0.01671,0.73714,0.00373,0.61849,0.82631,0.0,0.93646,0.00192,0.0,0.0,0.0,0.62939,0.01049,0.0,0.0,0.0,0.0,0.03707,0.0377,0.0,0.0041,0.0,0.00319,0.08066,0.0,0.0,0.0,0.0,0.0,0.26493,0.0,0.0,0.01565,0.10301,0.15325,0.00546,0.0,0.0,0.0,0.06752,0.06505,0.0,0.0,0.0,0.0,0.0,0.0,0.00684,0.00067,0.0,0.0128199999999999,0.42858,0.0,0.2657,0.0,0.0,0.5,0.74725,1.0,0.0,0.0,0.03717,0.0,0.0,0.0,0.0,0.5833,0.0,0.00793,0.07912,0.0,0.0,0.0,0.0,0.44517,0.81043,1.0,0.50169,0.0,0.0,0.01857,0.00812,0.13869,0.0,0.0,0.0,0.0,0.00054,0.0,0.0,0.77887,0.0,0.0,1.0,1.0,0.25114,0.0,0.42667,0.0,0.1708,0.0,1.0,0.01515,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.01394,0.0,0.0,0.0,0.05303,0.6378199999999999,0.0,0.0,0.0,0.0,0.0,0.78354,0.00743,0.89275,0.0,0.67625,0.38717,0.5225,0.0,0.0,0.0,0.0884,0.41881,0.93748,0.0,0.0,0.0,0.00207,0.00551,0.00104,0.0,0.0,0.0,0.0,0.0031,0.06044,0.0,0.00243,0.01271,0.01413,0.0,0.9596,0.00123,0.03299,0.00422,0.0,0.85554,0.0,0.0,0.42168,0.01332,0.0,0.0073,0.0,0.4567,0.6609999999999999,0.17105,0.0,0.0,0.0,0.0,0.0,0.0,0.57927,0.1673599999999999,0.0,0.0,0.0,0.0,0.25332,0.0,0.0,0.04261,0.0,0.0,0.0,0.28226,0.0,0.01169,0.0,0.69833,0.61314,0.0,0.33306,0.0,0.0,0.0,0.01136,0.0,0.10809,0.0,0.17843,0.01589,0.04243,0.0,0.0007,0.00988,0.00019,0.60507,0.0,0.01565,0.0,0.0,0.08065,0.00376,0.10128,0.0,0.0,0.0,0.7770600000000001,0.46467,0.0,0.0,0.0,0.0,0.0146,0.5272100000000001,0.0,0.0,0.0,0.25169,0.41809,0.04013,0.0,0.75035,0.81483,0.0,0.0,0.0,0.0,0.51807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01177,0.04168,0.00637,0.18836,0.0,0.0,0.0165699999999999,0.8590899999999999,0.0,0.0,0.0,0.0665299999999999,0.0,0.0098,0.00516,0.00487,0.0,0.7411399999999999,0.04073,0.05983,0.07682,0.80088,0.0,0.98359,0.28919,0.0,0.0,0.0,0.0181,0.0,0.0,0.53743,0.0,0.81671,0.0,0.61166,0.76253,0.00146,0.0,0.01818,0.00311,0.0,0.0,0.00671,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00215,0.0,0.83867,0.0,1.0,0.02024,0.0,0.32935,0.0,0.1983,0.0,0.0,0.0,0.0,0.05515,0.0,0.00201,0.0,0.01103,0.03618,0.00212,0.00268,0.0,0.0,0.0,0.0,0.0,0.02696,0.10031,0.0,0.92106,0.00098,0.8571700000000001,0.0,0.056,0.91818,0.0,0.0,0.0,0.00649,0.00448,0.02192,0.63652,0.53354,0.01444,0.00498,0.27693,0.0,0.03333,0.71702,0.0,0.02243,0.0,0.1768,0.0,0.5846899999999999,0.63264,0.0,0.0,0.00585,0.0,0.0,0.0,0.0,0.0,0.0,0.17
ACH-000707,0.93627,0.02372,0.0431,0.00193,0.0,0.8035800000000001,0.32172,0.05696,0.17393,0.0174,0.85346,0.54178,0.0,0.01569,0.04001,0.05837,0.2551,0.4627,1.0,0.02913,0.05949,0.0536,0.0,0.15758,0.11767,0.05714,0.00758,1.0,0.01207,0.5667,0.06797,0.0,0.8914799999999999,0.03077,0.04877,0.21249,0.00717,0.0892299999999999,0.16274,0.98,0.80269,0.10158,0.39534,0.24017,0.07876,0.00822,0.0118,0.0,0.0,0.05263,0.8929,0.93023,0.97045,0.03351,0.02406,0.8077,0.05623,0.12499,0.04321,0.00227,0.89918,0.3636,0.01859,0.00243,0.02565,0.30233,0.01847,0.03212,0.0,0.02569,0.02001,0.82104,0.0,0.9906,0.89891,0.08472,0.04055,0.0161,0.00562,1.0,0.61475,0.00593,0.10315,0.84749,0.80688,1.0,0.00917,0.35921,0.95884,0.0,0.01504,0.0,0.02533,0.96391,0.0,0.5562,0.0,0.0,0.96337,0.0512,0.07389,0.91022,0.75,0.01976,0.03785,0.0,0.8857200000000001,0.0488,0.0,0.72607,0.97919,0.8837299999999999,1.0,0.97778,0.09714,0.0,0.02222,0.09433,0.03948,0.13821,0.03082,0.05322,0.87113,0.01818,0.0,0.96,0.0246,0.9583,0.18061,0.02869,0.9672,0.0,0.0,0.06657,0.8253299999999999,0.02944,0.0086,1.0,0.00983,0.8424200000000001,0.03796,0.91809,0.18447,0.32682,0.80989,0.01527,0.89066,0.92919,1.0,0.7994899999999999,0.0,0.0,0.93284,0.0637399999999999,0.02736,1.0,0.00682,0.19193,0.91552,0.12327,0.34749,0.18179,0.02008,0.55905,0.01404,0.02687,0.041,0.0,0.0,0.94482,0.05171,0.65571,0.22531,0.04239,0.62573,0.01062,0.02509,0.0304,0.93268,0.03539,0.1088599999999999,0.94964,0.05114,0.5,0.95064,0.0157,0.03658,0.0209,0.17897,0.24724,0.0,0.10005,0.15269,0.05806,0.62041,0.61623,0.0,0.0,0.8218799999999999,0.01381,0.08966,0.30578,0.40999,0.03248,0.76375,0.06632,0.89892,0.0,0.33825,0.0,0.0241,0.95556,0.8993899999999999,0.25392,0.95048,0.22017,0.6111,0.19164,0.0,0.0,0.96749,0.11538,0.26229,0.7084199999999999,0.02457,0.04553,0.79165,0.91891,0.87224,0.62583,0.65486,0.8373700000000001,0.88533,0.77013,0.00451,0.8554200000000001,0.45057,0.93008,0.9336,0.9002700000000001,0.71875,0.00128,0.94876,0.07389,0.05074,0.1587299999999999,0.14477,0.9068,0.0,0.01676,0.00526,0.09285,0.0,0.01214,0.06476,0.02837,0.0,0.43523,0.14952,0.89445,0.0,0.0160699999999999,0.98386,0.0,0.01485,0.01181,0.92876,0.04018,0.8664700000000001,0.216,0.33272,0.03386,0.0,0.01316,0.02038,0.02488,0.4,0.01566,0.15001,0.09176,0.99178,0.3636,0.0575799999999999,0.04467,0.17578,0.0,0.04552,0.98147,0.12076,0.92544,0.03403,0.06294,0.0,0.81482,0.0,0.0,0.05488,0.27719,0.06897,0.03813,0.0,0.0,1.0,0.00758,0.16141,0.08333,0.13244,0.02162,0.0,0.4375,1.0,0.91831,0.95,0.91029,0.0028,0.038,0.03914,0.0159,0.18988,0.0,0.05564,0.03991,0.05193,0.06571,0.00384,0.0059,0.8857299999999999,0.0,0.6582,1.0,1.0,0.19267,0.01689,0.91576,0.0,0.91287,0.82691,1.0,0.0823,1.0,0.0,0.01852,0.18418,0.02204,0.16944,0.01825,0.51176,0.01127,0.16296,0.0,0.20224,0.86926,0.0,0.01129,0.0,0.02789,0.01462,0.01882,0.00884,0.91607,0.0,0.84265,0.18707,1.0,0.26624,0.01967,0.00172,0.25402,0.32727,0.0244,0.03299,0.7949,0.93894,0.98238,0.00352,0.02835,0.0,0.0,0.01179,0.02949,0.04653,0.01387,0.0109,0.72735,0.93075,0.8917299999999999,0.01075,0.94748,0.03248,0.14523,0.7721899999999999,0.00763,0.15252,0.01206,0.02621,0.76262,0.0743,0.01845,0.03886,0.03042,0.81029,0.8877299999999999,0.24242,0.0,0.0,0.02623,0.00947,0.25,0.36449,0.8986200000000001,0.02865,0.40149,0.0115,0.77479,0.03122,0.30365,0.0,0.01509,0.08595,0.0,0.01157,0.81058,0.0,0.01601,0.01499,0.00602,0.33883,0.91772,0.00557,0.96948,0.03718,0.0,0.03591,0.0,0.0,0.10821,0.1568,0.88003,0.94179,0.84265,0.0,0.03976,0.0678,0.02995,0.09014,0.77467,0.01535,0.0,0.6469,0.26452,0.00982,0.12397,0.0,0.18077,0.0,0.97427,0.6040800000000001,0.07164,0.19231,0.4167,0.42308,0.25696,0.8701399999999999,0.0,0.01388,0.02994,0.0283,0.93182,0.08299,0.06648,0.8317100000000001,0.54502,0.0,0.02755,0.992,0.0,0.23612,0.04515,0.0,0.0,0.0,0.0,0.05762,0.02155,0.2384,0.71423,0.06661,0.05886,0.43338,0.08535,0.10903,0.0,0.65559,0.0,0.1293099999999999,0.24676,0.01096,0.94565,0.0,0.03162,0.35389,0.0,0.86805,0.08928,0.14929,0.56938,0.98064,0.00212,1.0,0.45,0.04919,0.0,0.00551,0.0,0.0,0.0,0.07692,0.0,0.93689,0.0,0.18185,0.02514,0.00139,0.81087,0.0185,0.01583,0.0,0.9474,0.04681,0.02186,0.41132,0.1031,0.04043,0.03352,0.00063,0.09862,0.02616,0.0136699999999999,0.09272,0.01861,1.0,0.81399,0.0,0.01468,0.04506,0.2006,0.0,0.0,0.13975,0.12593,0.01857,0.19238,0.02057,0.0,0.86926,0.02409,0.42718,0.01379,0.02403,0.04005,0.8255600000000001,0.0,0.0,0.04507,0.14113,0.0,0.94648,0.03444,0.97148,0.05091,0.0,0.66876,0.0,0.0,0.94998,0.70145,0.03422,0.69252,0.94809,0.14132,0.04021,0.1948,0.973,0.0612,0.77488,0.8358200000000001,0.43999,0.94355,0.0,0.04978,0.1534,0.96451,0.64273,0.0119,0.0,0.00261,0.25136,0.0065099999999999,0.0,0.04231,0.01086,0.0,0.23077
